,ICD9_Code,CUI,name
1495,89.31,C0176003,Dental examination
1496,89.32,C0199873,Esophageal manometry
1497,89.34,C1384593,Digital examination of rectum
1498,89.38,C0029677,Other nonoperative respiratory measurements
1499,89.39,C0029675,Other nonoperative measurements and examinations
1500,89.41,C0430458,Cardiovascular stress test using treadmill
1501,89.44,C0177823,Other cardiovascular stress test
1502,89.45,C0199699,Artificial pacemaker rate check
1503,89.49,C1455852,Automatic implantable cardioverter/defibrillator (AICD) check
1504,89.52,C0013798,Electrocardiogram
1505,89.54,C0177831,Electrographic monitoring
1506,89.59,C0029674,Other nonoperative cardiac and vascular measurements
1507,89.61,C0150460,Systemic arterial pressure monitoring
1508,89.62,C0420201,Central venous pressure monitoring
1509,89.63,C0199629,Pulmonary artery pressure monitoring
1510,89.64,C0204916,Pulmonary artery wedge monitoring
1511,89.65,C0150411,Measurement of systemic arterial blood gases
1512,89.67,C0199624,Monitoring of cardiac output by oxygen consumption technique
1513,89.68,C0199627,Monitoring of cardiac output by other technique
1514,891.0,C0160647,"Open wound of knee, leg [except thigh], and ankle, without mention of complication"
1515,891.1,C0160648,"Open wound of knee, leg [except thigh], and ankle, complicated"
1516,892.1,C0160652,"Open wound of foot except toe(s) alone, complicated"
1517,90.47,,
1518,90.59,C0177883,"Microscopic examination of blood, other microscopic examination"
1519,90.63,C0177887,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity"
1520,90.71,C0177893,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear"
1521,90.73,C0177895,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity"
1522,90.81,C0177901,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear"
1523,903.2,C0160748,Injury to radial blood vessels
1524,903.5,C0160751,Injury to digital blood vessels
1525,903.9,C0160742,Injury to unspecified blood vessel of upper extremity
1526,905.0,C0160774,Late effect of fracture of skull and face bones
1527,905.2,C0436099,Late effect of fracture of upper extremities
1528,91.63,C0177967,"Microscopic examination of specimen from skin and other integument, culture and sensitivity"
1529,910.0,C0160819,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
1530,911.0,C0160830,"Abrasion or friction burn of trunk, without mention of infection"
1531,914.0,C0160863,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection"
1532,916.0,C0160885,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection"
1533,919.0,C0000827,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
1534,92.02,C4552054,Liver scan and radioisotope function study
1535,92.03,C0412412,Renal scan and radioisotope function study
1536,92.05,C0177997,Cardiovascular and hematopoietic scan and radioisotope function study
1537,92.14,C0203668,Bone scan
1538,92.18,C0203669,Total body scan
1539,92.24,C0203549,Teleradiotherapy using photons
1540,92.27,C0178006,Implantation or insertion of radioactive elements
1541,92.29,C0178007,Other radiotherapeutic procedure
1542,92.526GN,,
1543,92.55,,
1544,92.610GN,,
1545,921.9,C0438624,Unspecified contusion of eye
1546,922.1,C0160925,Contusion of chest wall
1547,922.2,C0160926,Contusion of abdominal wall
1548,922.31,C0160927,Contusion of back
1549,923.11,C0432763,Contusion of elbow
1550,924.01,C0160950,Contusion of hip
1551,924.8,C0160960,"Contusion of multiple sites, not elsewhere classified"
1552,93.00,,
1553,93.01,C0278372,Functional evaluation
1554,93.10,,
1555,93.12,C0178012,Other active musculoskeletal exercise
1556,93.19,C0162218,"Exercise, not elsewhere classified"
1557,93.22,C0203968,Ambulation and gait training
1558,93.26,C0203924,Manual rupture of joint adhesions
1559,93.36,C0203981,Cardiac retraining
1560,93.38,C0203909,Combined physical therapy without mention of the components
1561,93.39,C0029709,Other physical therapy
1562,93.45,C0178030,Thomas' splint traction
1563,93.46,C0178031,Other skin traction of limbs
1564,93.51,C0178033,Application of plaster jacket
1565,93.53,C0687122,Application of other cast
1566,93.54,C0204861,Application of splint
1567,93.55,C0178036,Dental wiring
1568,93.56,C0556856,Application of pressure dressing
1569,93.57,C0003627,Application of other wound dressing
1570,93.59,C0178032,"Other immobilization, pressure, and attention to wound"
1571,93.75,C0029846,Other speech training and therapy
1572,93.81,C0034873,Recreation therapy
1573,93.83,C1318464,Occupational therapy
1574,93.90,C2349740,Non-invasive mechanical ventilation
1575,93.94,C0199447,Respiratory medication administered by nebulizer
1576,93.95,C0020431,Hyperbaric oxygenation
1577,93.96,C0178049,Other oxygen enrichment
1578,93.99,C0344213,Other respiratory procedures
1579,94.19,C0178059,Other psychiatric interview and evaluation
1580,94.23,C1281543,Neuroleptic therapy
1581,94.25,C0178060,Other psychiatric drug therapy
1582,94.27,C0029606,Other electroshock therapy
1583,94.33,C0004933,Behavior therapy
1584,94.4,C0178062,Other psychotherapy and counselling
1585,94.44,C0029628,Other group therapy
1586,94.62,C0204597,Alcohol detoxification
1587,94.65,C0025516,Drug detoxification
1588,94.76,,
1589,941.10,C0273941,"Erythema [first degree] of face and head, unspecified site"
1590,943.21,C0161167,"Blisters, epidermal loss [second degree] of forearm"
1591,944.20,C0433361,"Blisters, epidermal loss [second degree] of hand, unspecified site"
1592,948.00,C0161328,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
1593,952.01,C0161417,C1-C4 level with complete lesion of spinal cord
1594,952.03,C0161419,C1-C4 level with central cord syndrome
1595,955.1,C0161457,Injury to median nerve
1596,955.3,C0161459,Injury to radial nerve
1597,955.5,C0161461,"Injury to cutaneous sensory nerve, upper limb"
1598,955.6,C0161462,"Injury to digital nerve, upper limb"
1599,957.1,C0434291,Injury to other specified nerve(s)
1600,958.4,C0036986,Traumatic shock
1601,96.04,C0021932,Insertion of endotracheal tube
1602,96.05,C0178095,Other intubation of respiratory tract
1603,96.07,C0178097,Insertion of other (naso-)gastric tube
1604,96.09,C0178099,Insertion of rectal tube
1605,96.27,C0198793,Manual reduction of hernia
1606,96.38,C0199901,Removal of impacted feces
1607,96.54,C0011417,"Dental scaling, polishing, and debridement"
1608,96.56,C0178119,Other lavage of bronchus and trachea
1609,96.57,C0189634,Irrigation of vascular catheter
1610,96.59,C0178121,Other irrigation of wound
1611,96.6,C0014329,Enteral infusion of concentrated nutritional substances
1612,96.71,C2349744,Continuous invasive mechanical ventilation for less than 96 consecutive hours
1613,96.72,C2349745,Continuous invasive mechanical ventilation for 96 consecutive hours or more
1614,965.00,C0161540,"Poisoning by opium (alkaloids), unspecified"
1615,97.00,,
1616,97.001GP,,
1617,97.003GO,,
1618,97.02,C0192461,Replacement of gastrostomy tube
1619,97.11,C0178130,Replacement of cast on upper limb
1620,97.110GO,,
1621,97.110GP,,
1622,97.112GO,,
1623,97.112GP,,
1624,97.116GP,,
1625,97.2,C0178136,Other nonoperative replacement
1626,97.23,C0204816,Replacement of tracheostomy tube
1627,97.53,C0178156,Removal of tube from large intestine or appendix
1628,97.535GO,,
1629,97.55,C0178157,"Removal of T-tube, other bile duct tube, or liver tube"
1630,97.62,C0194258,Removal of ureterostomy tube and ureteral catheter
1631,97.82,C0405803,Removal of peritoneal drainage device
1632,98.51,C0178189,"Extracorporeal shockwave lithotripsy [ESWL] of the kidney, ureter and/or bladder"
1633,99.04,C0178192,Transfusion of packed cells
1634,99.05,C0086818,Transfusion of platelets
1635,99.07,C0040694,Transfusion of other serum
1636,99.10,C0795784,Injection or infusion of thrombolytic agent
1637,99.15,C0030548,Parenteral infusion of concentrated nutritional substances
1638,99.17,C0199782,Injection of insulin
1639,99.18,C0178196,Injection or infusion of electrolytes
1640,99.19,C0199795,Injection of anticoagulant
1641,99.20,C0795785,Injection or infusion of platelet inhibitor
1642,99.21,C0199779,Injection of antibiotic
1643,99.22,C0178198,Injection of other anti-infective
1644,99.23,C1261311,Injection of steroid
1645,99.25,C0178200,Injection or infusion of cancer chemotherapeutic substance
1646,99.26,C0199783,Injection of tranquilizer
1647,99.28,C0376103,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent
1648,99.29,C0178197,Injection or infusion of other therapeutic or prophylactic substance
1649,99.36,C0199806,Administration of diphtheria toxoid
1650,99.38,C0199807,Administration of tetanus toxoid
1651,99.52,C0042200,Prophylactic vaccination against influenza
1652,99.55,C0033467,Prophylactic administration of vaccine against other diseases
1653,99.60,C0007203,"Cardiopulmonary resuscitation, not otherwise specified"
1654,99.61,C0199550,Atrial cardioversion
1655,99.62,C0029605,Other electric countershock of heart
1656,99.71,C0032113,Therapeutic plasmapheresis
1657,99.77,C1135463,Application or administration of an adhesion barrier substance
1658,991.1,C0161736,Frostbite of hand
1659,991.2,C0161737,Frostbite of foot
1660,991.3,C0016737,Frostbite of other and unspecified sites
1661,991.6,C0020672,Hypothermia
1662,995.90,C0242966,"Systemic inflammatory response syndrome, unspecified"
1663,995.91,C0036690,Sepsis
1664,995.92,C1719672,Severe sepsis
1665,996.01,C0161759,Mechanical complication due to cardiac pacemaker (electrode)
1666,996.02,C0161760,Mechanical complication due to heart valve prosthesis
1667,996.1,C0161763,"Mechanical complication of other vascular device, implant, and graft"
1668,996.2,C0274338,"Mechanical complication of nervous system device, implant, and graft"
1669,996.4,C0161770,"Mechanical complication of internal orthopedic device, implant, and graft"
1670,996.51,C0274354,Mechanical complication due to corneal graft
1671,996.53,C0274356,Mechanical complication due to ocular lens prosthesis
1672,996.59,C0302412,"Mechanical complication due to other implant and internal device, not elsewhere classified"
1673,996.61,C0161779,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
1674,996.62,C0161780,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
1675,996.64,C0161782,Infection and inflammatory reaction due to indwelling urinary catheter
1676,996.66,C0161784,Infection and inflammatory reaction due to internal joint prosthesis
1677,996.67,C0161785,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
1678,996.69,C0161786,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
1679,996.72,C0161790,"Other complications due to other cardiac device, implant, and graft"
1680,996.73,C0161791,"Other complications due to renal dialysis device, implant, and graft"
1681,996.74,C0161792,"Other complications due to other vascular device, implant, and graft"
1682,996.78,C0161796,"Other complications due to other internal orthopedic device, implant, and graft"
1683,996.81,C1261281,Complications of transplanted kidney
1684,996.83,C0340529,Complications of transplanted heart
1685,997.02,C0375722,Iatrogenic cerebrovascular infarction or hemorrhage
1686,997.1,C0549147,"Cardiac complications, not elsewhere classified"
1687,997.3,C0729250,"Respiratory complications, not elsewhere classified"
1688,997.4,C0161819,Digestive system complications
1689,997.49,C3161134,Other digestive system complications
1690,997.5,C0595943,"Urinary complications, not elsewhere classified"
1691,997.60,C0161821,Unspecified complication of amputation stump
1692,997.69,C2891341,Other amputation stump complication
1693,998.11,C0375725,Hemorrhage complicating a procedure
1694,998.12,C0375726,Hematoma complicating a procedure
1695,998.2,C0161829,"Accidental puncture or laceration during a procedure, not elsewhere classified"
1696,998.3,C0259768,Disruption of wound
1697,998.59,C0375729,Other postoperative infection
1698,998.82,C0375731,Cataract fragments in eye following cataract surgery
1699,998.89,C0161834,Other specified complications of procedures not elsewhere classified
1700,999.3,C0302427,"Other infection due to medical care, not elsewhere classified"
1701,E849.0,C0000929,Home accidents
1702,E888,C0261619,Other and unspecified accidental fall
1703,E920.1,C0261715,Accidents caused by other powered hand tools
1704,E958.8,C0261974,Suicide and self-inflicted injury by other specified means
1705,G0.00,,
1706,J0.17,,
1707,V01.6,C0260346,Contact with or exposure to venereal diseases
1708,V03.81,C0375765,"Other specified vaccinations against hemophilus influenza, type B [Hib]"
1709,V03.82,C0375766,Other specified vaccinations against streptococcus pneumoniae [pneumococcus]
1710,V04.8,C1260454,Need for prophylactic vaccination and inoculation against other viral diseases
1711,V04.81,C1260452,Need for prophylactic vaccination and inoculation against influenza
1712,V06.5,C0375771,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT)
1713,V06.6,C0375772,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza
1714,V08,C0476550,Asymptomatic human immunodeficiency virus [HIV] infection status
1715,V10.02,C0260407,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
1716,V10.05,C0260410,Personal history of malignant neoplasm of large intestine
1717,V10.09,C0260413,Personal history of malignant neoplasm of other gastrointestinal tract
1718,V10.11,C0260415,Personal history of malignant neoplasm of bronchus and lung
1719,V10.46,C0260429,Personal history of malignant neoplasm of prostate
1720,V10.49,C0260431,Personal history of malignant neoplasm of other male genital organs
1721,V10.51,C0260434,Personal history of malignant neoplasm of bladder
1722,V10.79,C0349403,Personal history of other lymphatic and hematopoietic neoplasms
1723,V11.3,C0260460,Personal history of alcoholism
1724,V12.51,C0375800,Personal history of venous thrombosis and embolism
1725,V12.54,C1955570,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
1726,V12.59,C0375802,Personal history of other diseases of circulatory system
1727,V12.6,C0260470,Personal history of diseases of respiratory system
1728,V12.71,C0375803,Personal history of peptic ulcer disease
1729,V12.72,C0375804,Personal history of colonic polyps
1730,V14.0,C0260484,Personal history of allergy to penicillin
1731,V14.2,C0260486,Personal history of allergy to sulfonamides
1732,V14.6,C0260490,Personal history of allergy to analgesic agent
1733,V14.8,C0260492,Personal history of allergy to other specified medicinal agents
1734,V15.0,C0877841,"Personal history of allergy, other than to medicinal agents, presenting hazards to health"
1735,V15.08,C0878713,Allergy to radiographic dye
1736,V15.3,C0260497,"Personal history of irradiation, presenting hazards to health"
1737,V15.81,C0260503,"Personal history of noncompliance with medical treatment, presenting hazards to health"
1738,V15.82,C0040335,Personal history of tobacco use
1739,V17.3,C0260520,Family history of ischemic heart disease
1740,V17.4,C1963706,Family history of other cardiovascular diseases
1741,V42.0,C0677491,Kidney replaced by transplant
1742,V42.1,C0018812,Heart replaced by transplant
1743,V42.2,C0677631,Heart valve replaced by transplant
1744,V42.7,C0023908,Liver replaced by transplant
1745,V43.1,C0033825,Lens replaced by other means
1746,V43.2,C0260674,Heart replaced by other means
1747,V43.3,C0260675,Heart valve replaced by other means
1748,V43.64,C0850128,Hip joint replacement
1749,V43.65,C0375841,Knee joint replacement
1750,V44.0,C0260682,Tracheostomy status
1751,V44.1,C0260683,Gastrostomy status
1752,V44.3,C0260685,Colostomy status
1753,V45.01,C2240369,Cardiac pacemaker in situ
1754,V45.02,C2733619,Automatic implantable cardiac defibrillator in situ
1755,V45.09,C0375848,Other specified cardiac device in situ
1756,V45.1,C0260694,Postsurgical renal dialysis status
1757,V45.11,C0481496,Renal dialysis status
1758,V45.81,C0032811,Aortocoronary bypass status
1759,V45.82,C0375852,Percutaneous transluminal coronary angioplasty status
1760,V45.89,C0260698,Other postprocedural status
1761,V46.1,C1321831,Dependence on respirator [Ventilator]
1762,V46.11,C1455974,"Dependence on respirator, status"
1763,V49.72,C1955594,Other toe(s) amputation status
1764,V49.73,C1955595,Foot amputation status
1765,V49.76,C0376125,Above knee amputation status
1766,V53.31,C0260749,Fitting and adjustment of cardiac pacemaker
1767,V53.32,C0375861,Fitting and adjustment of automatic implantable cardiac defibrillator
1768,V54.8,C0260756,Other orthopedic aftercare
1769,V55.0,C0260760,Attention to tracheostomy
1770,V57.1,C0007235,Care involving other physical therapy
1771,V58.0,C0260778,Encounter for radiotherapy
1772,V58.1,C0476658,Encounter for antineoplastic chemotherapy and immunotherapy
1773,V58.3,C1719694,Attention to dressings and sutures
1774,V58.49,C0375868,Other specified aftercare following surgery
1775,V58.61,C2911178,Long-term (current) use of anticoagulants
1776,V58.69,C0375871,Long-term (current) use of other medications
1777,V58.73,C1135303,"Aftercare following surgery of the circulatory system, NEC"
1778,V58.81,C0375873,Fitting and adjustment of vascular catheter
1779,V62.84,C0424000,Suicidal ideation
1780,V65.2,C0496703,Person feigning illness
1781,V67.09,C0878736,"Follow-up examination, following other surgery"
1782,V70.7,C0949168,Examination of participant in clinical trial
1783,V72.6,C0260877,Laboratory examination
1784,V72.81,C0375894,Pre-operative cardiovascular examination
1785,V72.82,C0375895,Pre-operative respiratory examination
1786,V72.83,C0375896,Other specified pre-operative examination
1787,V72.84,C0375897,"Pre-operative examination, unspecified"
1788,V76.41,C0260917,Screening for malignant neoplasms of rectum
1789,V76.44,C0699916,Screening for malignant neoplasms of prostate
1790,V76.49,C0877843,Special screening for malignant neoplasms of other sites
1791,V81.5,C0260959,Screening for nephropathy
